cik,company,sic,fts_date,item103_date,item103_accession,source_url,petition_date,date_basis,total_assets,periodic_filings_before,last_periodic,has_item103,has_chapter11_text,has_chapter7_text,verdict,reasons
1593034,Endo International plc,2834,2022-08-17,2022-08-17,0001193125-22-222687,https://www.sec.gov/Archives/edgar/data/1593034/000119312522222687/d394120d8k.htm,2022-08-16,petition_date_from_8k_text,6362262000.0,34,2022-08-09,True,True,True,confirmed,
1418100,Avaya Holdings Corp.,7372,2023-02-14,2023-02-14,0001193125-23-039349,https://www.sec.gov/Archives/edgar/data/1418100/000119312523039349/d811637d8k.htm,2023-02-14,petition_date_from_8k_text,5824000000.0,18,2022-05-10,True,True,False,confirmed,
949039,"DIAMOND OFFSHORE DRILLING, INC.",1381,2021-04-14,2021-04-14,0001193125-21-115558,https://www.sec.gov/Archives/edgar/data/949039/000119312521115558/d135254d8k.htm,2021-04-14,8k_filing_date_fallback,4948453000.0,96,2021-02-10,True,True,False,confirmed,
886158,"20230930-DK-Butterfly-1, Inc.",5700,2023-04-24,2023-04-24,0001193125-23-111754,https://www.sec.gov/Archives/edgar/data/886158/000119312523111754/d465247d8k.htm,2023-04-23,petition_date_from_8k_text,4401426000.0,108,2023-01-26,True,True,False,confirmed,
910612,CBL & ASSOCIATES PROPERTIES INC,6798,2021-08-12,2021-08-12,0001564590-21-043767,https://www.sec.gov/Archives/edgar/data/910612/000156459021043767/cbl-8k_20210811.htm,2021-08-12,8k_filing_date_fallback,4280187000.0,101,2021-05-17,True,True,True,confirmed,
1594686,WASHINGTON PRIME GROUP INC.,6798,2021-06-14,2021-06-14,0001437749-21-014660,https://www.sec.gov/Archives/edgar/data/1594686/000143774921014660/wpg20210611_8k.htm,2021-06-14,8k_filing_date_fallback,4028916000.0,29,2021-05-10,True,True,False,confirmed,
1456772,OFFICE PROPERTIES INCOME TRUST,6500,2025-10-31,2025-10-31,0001104659-25-104631,https://www.sec.gov/Archives/edgar/data/1456772/000110465925104631/tm2529875d1_8k.htm,2025-10-30,petition_date_from_8k_text,3560949000.0,65,2025-07-30,True,True,False,confirmed,
1522690,"GWG Holdings, Inc.",6311,2022-04-20,2022-04-20,0001213900-22-020675,https://www.sec.gov/Archives/edgar/data/1522690/000121390022020675/ea158650-8k_gwgholdings.htm,2022-04-20,8k_filing_date_fallback,3490196000.0,39,2021-11-19,True,True,False,confirmed,
768835,FORMER BL STORES INC,5331,2024-09-10,2024-09-10,0000768835-24-000062,https://www.sec.gov/Archives/edgar/data/768835/000076883524000062/big-20240905.htm,2024-09-09,petition_date_from_8k_text,3178342000.0,122,2024-06-13,True,True,False,confirmed,
28823,"DIEBOLD NIXDORF, Inc",3578,2023-06-01,2023-06-01,0001193125-23-158463,https://www.sec.gov/Archives/edgar/data/28823/000119312523158463/d404278d8k.htm,2023-06-01,8k_filing_date_fallback,3090700000.0,110,2023-05-30,True,True,False,confirmed,
1592057,"Enviva, LLC",2400,2021-10-15,2024-03-13,0001104659-24-033709,https://www.sec.gov/Archives/edgar/data/1592057/000110465924033709/tm248430d1_8k.htm,2024-03-12,petition_date_from_8k_text,2893581000.0,35,2023-11-09,True,True,False,confirmed,
1592058,Party City Holdco Inc.,5900,2023-01-18,2023-01-18,0001193125-23-009847,https://www.sec.gov/Archives/edgar/data/1592058/000119312523009847/d643228d8k.htm,2023-01-18,8k_filing_date_fallback,2869248000.0,31,2022-11-08,True,True,False,confirmed,
1067837,"AUDACY, INC.",4832,2024-01-08,2024-01-08,0001193125-24-003834,https://www.sec.gov/Archives/edgar/data/1067837/000119312524003834/d676036d8k.htm,2024-01-05,petition_date_from_8k_text,2788943000.0,99,2023-11-09,True,True,True,confirmed,
1794905,"Cyxtera Technologies, Inc.",7370,2023-06-05,2023-06-05,0001193125-23-160378,https://www.sec.gov/Archives/edgar/data/1794905/000119312523160378/d497336d8k.htm,2023-06-04,petition_date_from_8k_text,2769600000.0,11,2023-05-05,True,True,False,confirmed,
1223389,CONNS INC,5731,2024-07-25,2024-07-25,0001193125-24-184837,https://www.sec.gov/Archives/edgar/data/1223389/000119312524184837/d855036d8k.htm,2024-07-25,8k_filing_date_fallback,2444042000.0,82,2024-04-18,True,True,False,confirmed,
887921,REVLON INC /DE/,2844,2022-06-16,2022-06-16,0001140361-22-023182,https://www.sec.gov/Archives/edgar/data/887921/000114036122023182/brhc10038750_8k.htm,2022-06-15,petition_date_from_8k_text,2374800000.0,104,2022-05-04,True,True,True,confirmed,
1498301,"Mahwah Bergen Retail Group, Inc.",5600,2021-03-03,2021-03-03,0001104659-21-031505,https://www.sec.gov/Archives/edgar/data/1498301/000110465921031505/tm218212d1_8k.htm,2021-03-03,8k_filing_date_fallback,2334100000.0,39,2020-12-11,True,True,False,confirmed,
1519061,Trinseo PLC,2821,2026-05-26,2026-05-26,0001104659-26-066376,https://www.sec.gov/Archives/edgar/data/1519061/000110465926066376/tm2615591d1_8k.htm,2026-05-26,petition_date_from_8k_text,2309300000.0,48,2026-04-30,True,True,False,confirmed,
1834585,JOANN Inc.,5940,2024-03-18,2024-03-18,0001193125-24-069648,https://www.sec.gov/Archives/edgar/data/1834585/000119312524069648/d775196d8k.htm,2024-03-18,petition_date_from_8k_text,2257700000.0,12,2023-12-05,True,True,True,confirmed,
716006,Yellow Corp,4213,2023-08-07,2023-08-07,0001193125-23-204370,https://www.sec.gov/Archives/edgar/data/716006/000119312523204370/d483482d8k.htm,2023-08-06,petition_date_from_8k_text,2152200000.0,117,2023-05-03,True,True,False,confirmed,
1720990,Fisker Inc./DE,3711,2024-06-24,2024-06-24,0001193125-24-167032,https://www.sec.gov/Archives/edgar/data/1720990/000119312524167032/d798771d8k.htm,2024-06-24,8k_filing_date_fallback,1831687000.0,22,2024-04-23,True,True,False,confirmed,
1711291,CURO Group Holdings Corp.,6199,2024-03-25,2024-03-25,0001104659-24-038503,https://www.sec.gov/Archives/edgar/data/1711291/000110465924038503/tm249524d1_8k.htm,2024-03-25,petition_date_from_8k_text,1776952000.0,24,2023-11-02,True,True,False,confirmed,
77281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,6798,2023-12-11,2023-12-11,0001193125-23-292055,https://www.sec.gov/Archives/edgar/data/77281/000119312523292055/d644338d8k.htm,2023-12-11,8k_filing_date_fallback,1717955000.0,118,2023-11-14,True,True,False,confirmed,
1583077,"Hospitality Investors Trust, Inc.",6798,2021-05-19,2021-05-19,0001104659-21-069107,https://www.sec.gov/Archives/edgar/data/1583077/000110465921069107/tm2116811d1_8k.htm,2021-05-19,petition_date_from_8k_text,1701867000.0,30,2021-05-14,True,True,False,confirmed,
1220754,ModivCare Inc,4700,2021-08-24,2025-08-21,0001437749-25-027478,https://www.sec.gov/Archives/edgar/data/1220754/000143774925027478/modv20250818_8k.htm,2025-08-20,petition_date_from_8k_text,1677163000.0,87,2025-05-09,True,True,True,confirmed,
922358,FERRELLGAS PARTNERS L P,5900,2021-01-11,2021-01-11,0001104659-21-002790,https://www.sec.gov/Archives/edgar/data/922358/000110465921002790/tm212268d1_8k.htm,2021-01-11,8k_filing_date_fallback,1652844000.0,106,2020-12-15,True,True,False,confirmed,
1776197,AKUMIN INC.,8071,2023-10-23,2023-10-23,0001193125-23-260391,https://www.sec.gov/Archives/edgar/data/1776197/000119312523260391/d559087d8k.htm,2023-10-22,petition_date_from_8k_text,1635742000.0,7,2023-08-09,True,True,False,confirmed,
748790,"Global Clean Energy Holdings, Inc.",2860,2025-04-18,2025-04-18,0001213900-25-033420,https://www.sec.gov/Archives/edgar/data/748790/000121390025033420/ea0238127-8k_global.htm,2025-04-18,8k_filing_date_fallback,1598001000.0,53,2024-11-14,True,True,False,confirmed,
886835,SUPERIOR ENERGY SERVICES INC,1389,2021-01-20,2021-01-20,0001193125-21-012439,https://www.sec.gov/Archives/edgar/data/886835/000119312521012439/d112869d8k.htm,2021-01-20,8k_filing_date_fallback,1574246000.0,89,2020-11-06,True,True,False,confirmed,
814549,EBIX INC,7373,2023-12-19,2023-12-19,0001193125-23-298190,https://www.sec.gov/Archives/edgar/data/814549/000119312523298190/d629924d8k.htm,2023-12-17,petition_date_from_8k_text,1561991000.0,115,2023-11-14,True,True,True,confirmed,
1669812,"LSC Communications, Inc.",2750,2021-03-10,2021-03-10,0001193125-21-075200,https://www.sec.gov/Archives/edgar/data/1669812/000119312521075200/d149017d8k.htm,2021-03-10,8k_filing_date_fallback,1473000000.0,17,2020-10-29,True,True,False,confirmed,
1483510,"EXP OldCo Winddown, Inc.",5600,2024-04-22,2024-04-22,0001193125-24-103828,https://www.sec.gov/Archives/edgar/data/1483510/000119312524103828/d827429d8k.htm,2024-04-22,petition_date_from_8k_text,1467758000.0,55,2023-12-07,True,True,False,confirmed,
867773,SUNPOWER CORP,3674,2024-02-15,2024-08-06,0000867773-24-000086,https://www.sec.gov/Archives/edgar/data/867773/000086777324000086/spwr-20240802.htm,2024-08-05,petition_date_from_8k_text,1447332000.0,72,2023-12-18,True,True,False,confirmed,
1459417,"2U, LLC",7372,2024-07-25,2024-07-25,0001193125-24-184277,https://www.sec.gov/Archives/edgar/data/1459417/000119312524184277/d875063d8k.htm,2024-07-24,petition_date_from_8k_text,1432937000.0,41,2024-05-02,True,True,False,confirmed,
1839341,"Core Scientific, Inc./tx",6199,2022-12-21,2022-12-21,0001193125-22-310173,https://www.sec.gov/Archives/edgar/data/1839341/000119312522310173/d366482d8k.htm,2022-12-21,8k_filing_date_fallback,1404001000.0,7,2022-11-22,True,True,False,confirmed,
1800682,"Cano Health, Inc.",8011,2024-02-05,2024-02-05,0001193125-24-023512,https://www.sec.gov/Archives/edgar/data/1800682/000119312524023512/d733561d8k.htm,2024-02-05,8k_filing_date_fallback,1211931000.0,14,2023-11-13,True,True,True,confirmed,
1705012,"Fat Brands, Inc",5812,2026-01-27,2026-01-27,0001493152-26-003696,https://www.sec.gov/Archives/edgar/data/1705012/000149315226003696/form8-k.htm,2026-01-26,petition_date_from_8k_text,1210626000.0,33,2025-11-12,True,True,False,confirmed,
1069996,FedNat Holding Co,6331,2022-12-12,2022-12-12,0001069996-22-000102,https://www.sec.gov/Archives/edgar/data/1069996/000106999622000102/fnhc-20221211.htm,2022-12-12,8k_filing_date_fallback,1201961000.0,84,2022-05-18,True,True,False,confirmed,
1580864,"Vroom, Inc.",5500,2024-11-13,2024-11-13,0001193125-24-256669,https://www.sec.gov/Archives/edgar/data/1580864/000119312524256669/d902566d8k.htm,2024-11-13,8k_filing_date_fallback,1123734000.0,18,2024-11-12,True,True,False,confirmed,
1058623,CUMULUS MEDIA INC,4832,2026-03-05,2026-03-05,0001104659-26-023855,https://www.sec.gov/Archives/edgar/data/1058623/000110465926023855/tm267873d1_8k.htm,2026-03-04,petition_date_from_8k_text,1078217000.0,109,2025-10-30,True,True,False,confirmed,
1731289,Nikola Corp,3711,2025-02-19,2025-02-19,0001731289-25-000004,https://www.sec.gov/Archives/edgar/data/1731289/000173128925000004/nkla-20250218.htm,2025-02-19,8k_filing_date_fallback,1036043000.0,26,2024-10-31,True,True,False,confirmed,
1411688,"Container Store Group, Inc.",5700,2024-12-23,2024-12-23,0001104659-24-131067,https://www.sec.gov/Archives/edgar/data/1411688/000110465924131067/tm2431779d1_8k.htm,2024-12-22,petition_date_from_8k_text,969204000.0,44,2024-10-30,True,True,True,confirmed,
1808220,"GoHealth, Inc.",6411,2026-06-08,2026-06-08,0001628280-26-041369,https://www.sec.gov/Archives/edgar/data/1808220/000162828026041369/goco-20260605.htm,2026-06-07,petition_date_from_8k_text,917917000.0,24,2026-05-18,True,True,False,confirmed,
1820630,Proterra Inc,3711,2023-08-08,2023-08-08,0001628280-23-027865,https://www.sec.gov/Archives/edgar/data/1820630/000162828023027865/ptra-20230807.htm,2023-08-07,petition_date_from_8k_text,830715000.0,11,2023-05-10,True,True,False,confirmed,
1725526,HighPoint Resources Corp,1311,2021-03-15,2021-03-15,0001193125-21-080407,https://www.sec.gov/Archives/edgar/data/1725526/000119312521080407/d156524d8k.htm,2021-03-14,petition_date_from_8k_text,826637000.0,12,2021-02-24,True,True,False,confirmed,
1377630,"National CineMedia, Inc.",7310,2023-04-12,2023-04-12,0001377630-23-000056,https://www.sec.gov/Archives/edgar/data/1377630/000137763023000056/ncmllc-20230411.htm,2023-04-11,petition_date_from_8k_text,775400000.0,64,2022-11-07,True,True,False,confirmed,
890447,Vertex Energy Inc.,2911,2024-09-26,2024-09-26,0001999371-24-012469,https://www.sec.gov/Archives/edgar/data/890447/000199937124012469/vntr_8k-091924.htm,2024-09-24,petition_date_from_8k_text,772368000.0,73,2024-08-08,True,True,False,confirmed,
742112,INVACARE HOLDINGS Corp,3842,2022-07-26,2023-02-01,0000742112-23-000008,https://www.sec.gov/Archives/edgar/data/742112/000074211223000008/ivc-20230127.htm,2023-01-31,petition_date_from_8k_text,757606000.0,111,2022-11-07,True,True,False,confirmed,
720154,"Inotiv, Inc.",8731,2026-06-03,2026-06-03,0001104659-26-069950,https://www.sec.gov/Archives/edgar/data/720154/000110465926069950/tm2616729d1_8k.htm,2026-06-03,petition_date_from_8k_text,702418000.0,114,2026-05-11,True,True,False,confirmed,
105319,"WW INTERNATIONAL, INC.",7200,2025-05-07,2025-05-07,0001193125-25-114307,https://www.sec.gov/Archives/edgar/data/105319/000119312525114307/d934787d8k.htm,2025-05-06,petition_date_from_8k_text,696873000.0,99,2025-05-06,True,True,False,confirmed,
1839412,QualTek Services Inc.,1623,2023-05-31,2023-05-31,0001104659-23-066357,https://www.sec.gov/Archives/edgar/data/1839412/000110465923066357/tm2317209d1_8k.htm,2023-05-24,petition_date_from_8k_text,688927000.0,8,2023-04-28,True,True,False,confirmed,
1365916,"AMYRIS, INC.",2860,2023-08-10,2023-08-10,0001365916-23-000094,https://www.sec.gov/Archives/edgar/data/1365916/000136591623000094/amrs-20230804.htm,2023-08-09,petition_date_from_8k_text,679679000.0,51,2023-05-10,True,True,False,confirmed,
1008654,TUPPERWARE BRANDS CORP,3089,2024-09-18,2024-09-18,0001008654-24-000068,https://www.sec.gov/Archives/edgar/data/1008654/000100865424000068/tup-20240917.htm,2024-09-17,petition_date_from_8k_text,679500000.0,111,2024-03-29,True,True,False,confirmed,
1779020,"Danimer Scientific, Inc.",2821,2025-03-18,2025-03-18,0000950170-25-041367,https://www.sec.gov/Archives/edgar/data/1779020/000095017025041367/dnmr-20250318.htm,2025-03-18,petition_date_from_8k_text,643770000.0,18,2024-11-19,True,True,False,confirmed,
827187,Sleep Number Corp,2510,2026-06-12,2026-06-12,0000950103-26-008891,https://www.sec.gov/Archives/edgar/data/827187/000095010326008891/dp248362_8k.htm,2026-06-12,petition_date_from_8k_text,641008000.0,109,2026-05-12,True,True,False,confirmed,
850261,"Sorrento Therapeutics, Inc.",2836,2023-02-13,2023-02-13,0001104659-23-018890,https://www.sec.gov/Archives/edgar/data/850261/000110465923018890/tm236509d1_8k.htm,2023-02-13,8k_filing_date_fallback,615614000.0,59,2022-11-08,True,True,False,confirmed,
1807707,"AppHarvest, Inc.",0100,2023-07-24,2023-07-24,0001807707-23-000104,https://www.sec.gov/Archives/edgar/data/1807707/000180770723000104/apph-20230719.htm,2023-07-24,8k_filing_date_fallback,609804000.0,13,2023-05-10,True,True,False,confirmed,
1455684,"TPI COMPOSITES, INC",3510,2025-08-15,2025-08-15,0001171843-25-005450,https://www.sec.gov/Archives/edgar/data/1455684/000117184325005450/f8k_081525.htm,2025-08-11,petition_date_from_8k_text,591709000.0,37,2025-08-11,True,True,False,confirmed,
1648428,"Sequential Brands Group, Inc.",2300,2021-09-01,2021-09-01,0001104659-21-111773,https://www.sec.gov/Archives/edgar/data/1648428/000110465921111773/tm2126672d1_8k.htm,2021-08-31,petition_date_from_8k_text,565909000.0,21,2021-04-15,True,True,False,confirmed,
1501134,Invitae Corp,8071,2024-02-14,2024-02-14,0001501134-24-000016,https://www.sec.gov/Archives/edgar/data/1501134/000150113424000016/nvta-20240213.htm,2024-02-13,petition_date_from_8k_text,535115000.0,36,2023-11-08,True,True,False,confirmed,
1396033,"LL Flooring Holdings, Inc.",5211,2024-08-12,2024-08-12,0001193125-24-198385,https://www.sec.gov/Archives/edgar/data/1396033/000119312524198385/d794510d8k.htm,2024-08-11,petition_date_from_8k_text,523094000.0,66,2024-05-08,True,True,True,confirmed,
1655075,"Armstrong Flooring, Inc.",3089,2022-05-12,2022-05-12,0001193125-22-148844,https://www.sec.gov/Archives/edgar/data/1655075/000119312522148844/d361921d8k.htm,2022-05-08,petition_date_from_8k_text,517000000.0,24,2022-03-09,True,True,True,confirmed,
1775625,"SmileDirectClub, Inc.",3843,2023-10-02,2023-10-02,0001775625-23-000109,https://www.sec.gov/Archives/edgar/data/1775625/000177562523000109/sdc-20230925.htm,2023-09-29,petition_date_from_8k_text,498712000.0,16,2023-08-08,True,True,False,confirmed,
1347652,"CorEnergy Infrastructure Trust, Inc.",6798,2024-02-26,2024-02-26,0001347652-24-000017,https://www.sec.gov/Archives/edgar/data/1347652/000134765224000017/corr-20240225.htm,2024-02-25,petition_date_from_8k_text,482922873.0,67,2023-11-07,True,True,False,confirmed,
1159167,IROBOT CORP,3630,2025-12-15,2025-12-15,0001193125-25-318337,https://www.sec.gov/Archives/edgar/data/1159167/000119312525318337/d97115d8k.htm,2025-12-14,petition_date_from_8k_text,481573000.0,80,2025-11-06,True,True,False,confirmed,
1834045,"Vintage Wine Estates, Inc.",2080,2024-07-24,2024-07-24,0000950170-24-085857,https://www.sec.gov/Archives/edgar/data/1834045/000095017024085857/vwe-20240719.htm,2024-07-24,petition_date_from_8k_text,478633000.0,12,2024-05-15,True,True,False,confirmed,
1446687,"SILVER STAR PROPERTIES REIT, INC",6500,2023-09-14,2023-09-14,0001446687-23-000050,https://www.sec.gov/Archives/edgar/data/1446687/000144668723000050/a8-kspebk.htm,2023-09-13,petition_date_from_8k_text,465032000.0,55,2023-08-11,True,True,False,confirmed,
870826,"Legacy IMBDS, Inc.",5961,2023-06-29,2023-06-29,0001104659-23-076399,https://www.sec.gov/Archives/edgar/data/870826/000110465923076399/tm2320234d1_8k.htm,2023-06-28,petition_date_from_8k_text,459601000.0,107,2022-12-13,True,True,False,confirmed,
1813914,"CareMax, Inc.",8050,2024-11-18,2024-11-18,0000950170-24-127766,https://www.sec.gov/Archives/edgar/data/1813914/000095017024127766/cmax-20241115.htm,2024-11-18,8k_filing_date_fallback,454043000.0,17,2024-08-09,True,True,True,confirmed,
1391127,"Edgio, Inc.",7389,2024-09-09,2024-09-09,0001193125-24-215572,https://www.sec.gov/Archives/edgar/data/1391127/000119312524215572/d795614d8k.htm,2024-09-09,petition_date_from_8k_text,453273000.0,66,2023-11-16,True,True,False,confirmed,
57725,LANNETT CO INC,2834,2023-05-03,2023-05-03,0001104659-23-055287,https://www.sec.gov/Archives/edgar/data/57725/000110465923055287/tm2314233d3_8k.htm,2023-05-02,petition_date_from_8k_text,438359000.0,79,2023-02-02,True,True,False,confirmed,
1821850,Sunlight Financial Holdings Inc.,6199,2023-10-31,2023-10-31,0001104659-23-112707,https://www.sec.gov/Archives/edgar/data/1821850/000110465923112707/tm2329469d1_8k.htm,2023-10-31,8k_filing_date_fallback,434779000.0,11,2023-08-09,True,True,False,confirmed,
1579823,"NewAge, Inc.",2082,2022-08-30,2022-08-30,0001493152-22-024420,https://www.sec.gov/Archives/edgar/data/1579823/000149315222024420/form8-k.htm,2022-08-30,petition_date_from_8k_text,405650000.0,31,2021-11-09,True,True,False,confirmed,
1101396,"DELTA APPAREL, INC",5130,2024-07-01,2024-07-01,0001437749-24-021637,https://www.sec.gov/Archives/edgar/data/1101396/000143774924021637/dla20240619_8k.htm,2024-06-30,petition_date_from_8k_text,365899000.0,94,2024-05-09,True,True,True,confirmed,
1537028,"Independence Contract Drilling, Inc.",1381,2024-12-03,2024-12-03,0001537028-24-000057,https://www.sec.gov/Archives/edgar/data/1537028/000153702824000057/icdi-20241127x8k.htm,2024-12-03,8k_filing_date_fallback,356854000.0,42,2024-11-19,True,True,False,confirmed,
1466301,"Clovis Oncology, Inc.",2834,2022-12-13,2022-12-13,0001193125-22-303179,https://www.sec.gov/Archives/edgar/data/1466301/000119312522303179/d386858d8k.htm,2022-12-13,8k_filing_date_fallback,346775000.0,44,2022-11-09,True,True,True,confirmed,
878726,TUESDAY MORNING CORP/DE,5331,2023-02-16,2023-02-16,0001104659-23-022784,https://www.sec.gov/Archives/edgar/data/878726/000110465923022784/tm237022d2_8k.htm,2023-02-14,petition_date_from_8k_text,340835000.0,100,2022-11-22,True,True,True,confirmed,
1532286,"Nine Energy Service, Inc.",1389,2026-02-02,2026-02-02,0001213900-26-010501,https://www.sec.gov/Archives/edgar/data/1532286/000121390026010501/ea0274803-8k_nineenergy.htm,2026-02-01,petition_date_from_8k_text,340701000.0,32,2025-10-30,True,True,False,confirmed,
1109189,"BASIC ENERGY SERVICES, INC.",1389,2021-08-18,2021-08-18,0001104659-21-107217,https://www.sec.gov/Archives/edgar/data/1109189/000110465921107217/tm2125297d1_8k.htm,2021-08-18,8k_filing_date_fallback,331099000.0,62,2021-05-17,True,True,False,confirmed,
1770141,"UpHealth, Inc.",8000,2023-09-19,2023-09-19,0001193125-23-237292,https://www.sec.gov/Archives/edgar/data/1770141/000119312523237292/d496861d8k.htm,2023-09-19,petition_date_from_8k_text,295078000.0,17,2023-08-10,True,True,False,confirmed,
1811856,"View, Inc.",3211,2024-04-03,2024-04-03,0001193125-24-085064,https://www.sec.gov/Archives/edgar/data/1811856/000119312524085064/d86667d8k.htm,2024-04-02,petition_date_from_8k_text,291438000.0,13,2023-11-14,True,True,False,confirmed,
730255,CalAmp Corp.,3663,2022-07-15,2024-06-03,0000950170-24-067683,https://www.sec.gov/Archives/edgar/data/730255/000095017024067683/camp-20240522.htm,2024-06-03,petition_date_from_8k_text,281241000.0,109,2024-01-09,True,True,False,confirmed,
1804591,Chrome Holding Co.,2834,2025-03-24,2025-03-24,0001193125-25-060817,https://www.sec.gov/Archives/edgar/data/1804591/000119312525060817/d933650d8k.htm,2025-03-24,8k_filing_date_fallback,277422000.0,18,2025-02-06,True,True,False,confirmed,
1401708,"NS Wind Down Co., Inc.",2836,2024-02-05,2024-02-05,0001401708-24-000012,https://www.sec.gov/Archives/edgar/data/1401708/000140170824000012/nstg-20240204.htm,2024-02-05,8k_filing_date_fallback,274713000.0,42,2023-11-06,True,True,False,confirmed,
1759546,Stark Novus Financial Inc.,3711,2023-06-27,2023-06-27,0001104659-23-074944,https://www.sec.gov/Archives/edgar/data/1759546/000110465923074944/tm2319664d1_8k.htm,2023-06-27,8k_filing_date_fallback,272410000.0,17,2023-05-04,True,True,False,confirmed,
1108967,"Orbital Infrastructure Group, Inc.",5065,2023-08-24,2023-08-24,0001437749-23-024627,https://www.sec.gov/Archives/edgar/data/1108967/000143774923024627/oeg20230824_8k.htm,2023-08-23,petition_date_from_8k_text,268213000.0,61,2023-05-15,True,True,False,confirmed,
1333835,Casa Systems Inc,3663,2024-04-03,2024-04-03,0001193125-24-085992,https://www.sec.gov/Archives/edgar/data/1333835/000119312524085992/d818677d8k.htm,2024-04-03,petition_date_from_8k_text,262516000.0,24,2023-11-08,True,True,False,confirmed,
1723580,"BurgerFi International, Inc.",5812,2024-09-17,2024-09-17,0001723580-24-000055,https://www.sec.gov/Archives/edgar/data/1723580/000172358024000055/bfi-20240911.htm,2024-09-17,8k_filing_date_fallback,252608000.0,25,2024-05-16,True,True,False,confirmed,
1843388,"Virgin Orbit Holdings, Inc.",3812,2023-04-04,2023-04-04,0001628280-23-010459,https://www.sec.gov/Archives/edgar/data/1843388/000162828023010459/vorb-20230330.htm,2023-04-04,petition_date_from_8k_text,242978000.0,7,2022-11-08,True,True,False,confirmed,
1162461,CUTERA INC,3845,2025-03-05,2025-03-05,0001193125-25-046217,https://www.sec.gov/Archives/edgar/data/1162461/000119312525046217/d878024d8k.htm,2025-03-05,petition_date_from_8k_text,234418000.0,83,2024-11-12,True,True,True,confirmed,
1597313,"ViewRay, Inc.",3845,2023-07-17,2023-07-17,0001628280-23-024952,https://www.sec.gov/Archives/edgar/data/1597313/000162828023024952/vray-20230715.htm,2023-07-16,petition_date_from_8k_text,233159000.0,36,2023-05-11,True,True,False,confirmed,
1784567,"Harbor Custom Development, Inc.",1531,2023-12-15,2023-12-15,0001493152-23-045017,https://www.sec.gov/Archives/edgar/data/1784567/000149315223045017/form8-k.htm,2023-12-11,petition_date_from_8k_text,223981000.0,13,2023-11-14,True,True,False,confirmed,
